Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
92	-36.42202	12.518092	-13.0	-75.0	36.42202	-99.990776	0.06978662	-97.07232	-99.9936	372000	9.536744e-10	0.0048938254	-0.013451669	-0.004751271	nan	-0.16851942	0.54475	79.0	2407.9950478076935
93	-36.31818	12.049845	-14.0	-70.0	36.31818	-99.99201	0.07693216	-97.45345	-99.99532	376000	-1.4305115e-09	0.0059375684	-0.014319847	-0.005813236	nan	-0.15274662	0.4955	79.0	2437.8811118602753
94	-36.163635	12.945007	-11.0	-87.0	36.163635	-99.95335	2.4740648	55.66499	-99.9968	380000	4.768372e-10	6.122959	-0.0056767333	-6.1180077	nan	-0.12509868	0.38875	79.0	2468.4510860443115
95	-38.32039	13.102446	-16.0	-74.0	38.32039	-99.99804	0.032167584	-98.23812	-99.999245	384000	-9.298325e-09	0.0010367865	-0.01222405	-0.00086680526	nan	-0.15701638	0.521	79.0	2497.2580070495605
96	-37.02778	11.667031	-15.0	-70.0	37.02778	-99.959816	2.4358802	53.996662	-99.99995	388000	2.861023e-09	5.93514	-0.0056273355	-5.93503	nan	-0.097254045	0.28775	79.0	2526.630120754242
97	-36.431194	12.686312	-11.0	-74.0	36.431194	-99.99909	0.017080342	-99.3325	-99.999916	392000	-1.4305115e-09	0.00029251198	-0.015861567	-0.00026879724	nan	-0.15633728	0.51675	79.0	2556.310451745987
98	-37.037384	11.220746	-12.0	-71.0	37.037384	-99.99934	0.021575611	-98.773994	-100.000244	396000	1.5497207e-08	0.0004662563	-0.012929037	-0.00043351948	nan	-0.15689763	0.5125	79.0	2585.900294780731
99	-38.31068	11.91477	-16.0	-71.0	38.31068	-99.99993	0.027192632	-98.32474	-100.000626	400000	7.1525574e-10	0.0007405151	-0.008043574	-0.0005778218	nan	-0.119384006	0.396	79.0	2615.5239758491516
100	-35.392857	11.983141	-12.0	-65.0	35.392857	-100.000465	0.003859844	-99.87891	-100.000755	404000	1.5497207e-08	1.4847675e-05	-0.022451596	-6.070627e-06	nan	-0.18280655	0.58625	79.0	2645.685465812683
101	-37.38318	12.294398	-12.0	-77.0	37.38318	-99.999886	0.026157802	-98.57315	-100.00079	408000	1.26361845e-08	0.00068486755	-0.011060383	-0.000632259	nan	-0.14175254	0.46725	79.0	2675.042226791382
102	-39.71	12.5938835	-17.0	-75.0	39.71	-99.99907	0.08194938	-94.9171	-100.00097	412000	-2.026558e-09	0.006718318	-0.0076429225	-0.0066523836	nan	-0.12770933	0.3975	79.0	2703.3436069488525
103	-35.73874	11.842595	-8.0	-78.0	35.73874	-100.000725	0.005758144	-99.81738	-100.001144	416000	2.0503998e-08	3.3205786e-05	-0.023114238	-2.0149415e-05	nan	-0.17498194	0.54375	79.0	2733.0543489456177
104	-35.17699	11.13889	-13.0	-66.0	35.17699	-99.99031	0.51789385	-69.919426	-100.001205	420000	-8.106232e-09	0.2683302	-0.0066834157	-0.26637688	nan	-0.12654376	0.389	79.0	2765.369342803955
105	-38.54369	11.024049	-19.0	-72.0	38.54369	-99.99742	0.13481058	-94.14741	-100.00192	424000	-6.556511e-09	0.022287566	-0.011082909	-0.016081033	nan	0.017816456	0.13825	9.0	2790.6569600105286
106	-38.59223	11.551856	-14.0	-65.0	38.59223	-99.9958	0.03808514	-97.61061	-99.99661	428000	9.059906e-09	0.0014556278	-0.0065078204	-0.0012188561	nan	-0.10917039	0.367	79.0	2819.4651157855988
107	-35.936935	10.429755	-17.0	-67.0	35.936935	-99.99725	0.006268539	-99.620514	-99.99748	432000	-2.1457671e-09	3.98786e-05	-0.011436002	-3.6602363e-05	nan	-0.09800427	0.43225	79.0	2849.777936697006
108	-35.92793	11.514748	-16.0	-73.0	35.92793	-99.997856	0.0031309237	-99.83839	-99.998055	436000	3.0994416e-09	1.0978916e-05	-0.019858643	-9.598707e-07	nan	-0.034886982	0.4875	79.0	2879.5867528915405
109	-34.422413	11.520709	-11.0	-64.0	34.422413	-99.9955	0.08797897	-96.473206	-99.99847	440000	-1.3828277e-08	0.007752009	-0.010568461	-0.0073167947	nan	-0.14505292	0.45375	79.0	2910.5493659973145
